_ID_;_NAME_;_STATUS_;_OPTIONS_
12452;"Комплект: полумягкий бюстгальтер и трусики бикини Konrad Viki 02";0;"select|Размер|90D|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
select|Размер|80F|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
select|Размер|L(40)|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
select|Размер|XL(42)|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg"
12453;"Кружевной комплект: мягкий бюстгальтер и трусики стринги-шорты Kris line Amanda";1;"select|Размер|95C|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
select|Размер|90C|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
select|Размер|85E|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
select|Размер|85D|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
select|Размер|85C|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
select|Размер|L(40)|1|1|1|+|0.0000|+|0|+|0.00000000|no_image.jpg
select|Размер|XL(42)|1|1|1|+|0.0000|+|0|+|0.00000000|no_image.jpg"
12454;"Комплект: бюстгальтер пуш-ап и трусики стринги-шорты Kris line Valentina";1;"select|Размер|75B|1|1|1|+|0.0000|+|0|+|0.00000000|no_image.jpg
select|Размер|S(36)|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
select|Размер|M(38)|1|10|1|+|0.0000|+|0|+|0.00000000|no_image.jpg"
12456;"Хлопковый комплект: мягкий бюстгальтер для кормления и трусики слип Alles Mama Roxy";1;"select|Размер|80B|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
select|Размер|XL(42)|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg"
12458;"Кружевной корсет с пажами для чулок Alles Patricia push-up";1;"select|Размер|70D|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
image|Цвет|Белый|1|10|0|-|0.0000|+|0|+|0.00000000|data/colors/white.jpg"
12459;"Кружевная женская блузка Eldar Paulina";1;"select|Размер|S(36)|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
image|Цвет|Черный|1|10|0|-|0.0000|+|0|+|0.00000000|data/colors/black.jpg"
12460;"Купальник раздельный с уплотнённой чашкой Charmante Claret";1;select|Размер|42C|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
12461;"Купальник раздельный Charmante Meilin";1;select|Размер|40B|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
12462;"Купальник раздельный Charmante Padma";1;select|Размер|38B|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
12463;"Купальник раздельный Charmante Symyn";1;select|Размер|38B|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
12464;"Плотные женские леггинсы Marilyn Legginsy Classic 969";1;"select|Размер|S/M|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
image|Цвет|Розовый 2|1|10|0|-|0.0000|+|0|+|0.00000000|data/colors/magenta.jpg"
12466;"Бархатистые женские леггинсы Marilyn Legginsy Velvet 854";1;"select|Размер|S/M|1|10|1|+|0.0000|+|0|+|0.00000000|no_image.jpg
image|Цвет|Темно-синий|1|10|0|-|0.0000|+|0|+|0.00000000|data/colors/temno-sinij.jpg"
12467;"Теплые стильные женские леггинсы Mona leggins Dovre";1;select|Размер|1/2|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
12468;"Цветные женские леггинсы с манжетами Mona leggins Tove 07";1;"select|Размер|3/4|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
select|Размер|1/2|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg"
12469;"Хлопковый легкий женский халат Dobranocka 2053 SBL light blue";1;"image|Цвет|Лазурный|1|10|0|+|0.0000|+|0|+|0.00000000|data/colors/lazurnyj.jpg
select|Размер|XL(42)|1|10|1|+|0.0000|+|0|+|0.00000000|no_image.jpg"
12472;"Мужские трусы боксеры Charmante 770107";1;"image|Цвет|Белый|1|10|0|-|0.0000|+|0|+|0.00000000|data/colors/white.jpg
select|Размер|L(50)|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
select|Размер|S(46)|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
select|Размер|XL(52)|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg"
12473;"Мужские трусы боксеры Charmante 770108";0;"image|Цвет|Черный|1|10|0|-|0.0000|+|0|+|0.00000000|data/colors/black.jpg
select|Размер|S(46)|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg"
12474;"Мужские трусы боксеры Fabio 01/1-13";1;"image|Цвет|Черный|1|10|0|-|0.0000|+|0|+|0.00000000|data/colors/black.jpg
select|Размер|M(38)|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg"
12475;"Мужские трусы боксеры Fabio 01/1-14";1;"image|Цвет|Черный|1|10|0|-|0.0000|+|0|+|0.00000000|data/colors/black.jpg
select|Размер|M(38)|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg"
12476;"Мужские трусы боксеры Fabio 02/1-13/328";1;select|Размер|M(38)|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
12477;"Мужские трусы боксеры Fabio 02/1-14/343";1;select|Размер|L(40)|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
12478;"Мужские трусы боксеры Fabio 02/1-14/456";1;select|Размер|L(40)|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
12480;"Женская пижама из мягкой вискозы Vanilla 2131";1;"select|Размер|L(40)|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
image|Цвет|Кремовый|1|10|0|-|0.0000|+|0|+|0.00000000|data/colors/kremovyj.jpg"
12482;"Мягкий хлопковый бюстгальтер Alles Mama Roxy";1;select|Размер|80B|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
12485;"Мягкий бюстгальтер с кружевом для кормления Alles Mama New";1;"image|Цвет|Белый|1|10|0|-|0.0000|+|0|+|0.00000000|data/colors/white.jpg
select|Размер|85B|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg"
12486;"Носки Bellezza 20 (2 пары в упак.)";0;"image|Цвет|Черный|1|10|0|-|0.0000|+|0|+|0.00000000|data/colors/black.jpg
image|Цвет|Телесный светлый|1|10|0|-|0.0000|+|0|+|0.00000000|data/colors/telesny_svetlyi.jpg
image|Цвет|Телесный с дымчатым оттенком|1|10|0|-|0.0000|+|0|+|0.00000000|data/colors/telesny_dym.jpg
image|Цвет|Телесный натуральный|1|10|0|-|0.0000|+|0|+|0.00000000|data/colors/telesnyj_naturalnyj.jpg"
12488;"Женские тёплые леггинсы Charmante BASETTA";1;"image|Цвет|Антрацит|1|10|0|-|0.0000|+|0|+|0.00000000|data/colors/antracit.jpg
select|Размер|1/2|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg"
12489;"Женские париджины (получулки) Charmante Tinctoria 20";1;"select|Размер|S/M|1|0|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
select|Размер|L/XL|1|0|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
image|Цвет|Черный|1|0|0|-|0.0000|+|0|+|0.00000000|data/colors/black.jpg
image|Цвет|Телесный загар|1|0|0|-|0.0000|+|0|+|0.00000000|data/colors/telesnyj_zagar.jpg"
12490;"Женская пижама из мягкой вискозы Vanilla 2149";1;"image|Цвет|Капучино|1|10|0|-|0.0000|+|0|+|0.00000000|data/colors/cappucino.jpg
select|Размер|L(40)|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg"
12491;"Плавки VCL311309";0;"image|Цвет|Фиолетовый|1|10|0|-|0.0000|+|0|+|0.00000000|data/colors/fioletovyj.jpg
image|Цвет|Голубой|1|10|0|-|0.0000|+|0|+|0.00000000|data/colors/goluboj.jpg
select|Размер|38|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
select|Размер|36|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg"
12492;"Женские плавки бразилиано VTY311310";1;"image|Цвет|Фиолетовый|1|0|0|-|0.0000|+|0|+|0.00000000|data/colors/fioletovyj.jpg
select|Размер|36|1|0|0|-|0.0000|+|0|+|0.00000000|no_image.jpg"
12493;"Полупрозрачная пляжная юбка-сарафан Charmante Messalina";1;select|Размер|36|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
12494;"Полупрозрачное пляжное платье с цветочным рисунком Charmante Victoriana";1;select|Размер|36/38|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
12495;"Роскошный кружевной пояс для чулок Corin Charlotte 09841";1;"image|Цвет|Белый|1|10|0|-|0.0000|+|0|+|0.00000000|data/colors/white.jpg
select|Размер|M(38)|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg"
12498;"Фантазийные свадебные колготы в горошек Adrian Pips 20";1;"select|Размер|2|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
image|Цвет|Белый|1|10|0|-|0.0000|+|0|+|0.00000000|data/colors/white.jpg"
12499;"Фантазийные свадебные чулки Adrian Carnival 20 den";1;"select|Размер|1/2|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
image|Цвет|Белый|1|10|0|-|0.0000|+|0|+|0.00000000|data/colors/white.jpg"
12500;"Фантазийные свадебные чулки Adrian Feeling 20";1;"select|Размер|1/2|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
image|Цвет|Белый|1|10|0|-|0.0000|+|0|+|0.00000000|data/colors/white.jpg"
12501;"Фантазийные свадебные чулки Adrian Vintage 20";1;"select|Размер|1/2|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
image|Цвет|Белый|1|10|0|-|0.0000|+|0|+|0.00000000|data/colors/white.jpg"
12502;"Чулки с роскошной кружевной коронкой Adrian Vivian 20";0;"select|Размер|1/2|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
image|Цвет|Белый|1|10|1|+|0.0000|+|0|+|0.00000000|data/colors/white.jpg"
12503;"Женская шелковистая ночнушка с кружевом Kinga 2656 Modern";1;"select|Размер|XL(42)|1|10|1|+|0.0000|+|0|+|0.00000000|no_image.jpg
select|Размер|S(36)|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
select|Размер|M(38)|1|10|1|+|0.0000|+|0|+|0.00000000|no_image.jpg"
12504;"Женская кружевная сорочка из мягкой вискозы Shato 071";1;"select|Размер|S(36)|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
image|Цвет|Светло-серый|1|10|0|-|0.0000|+|0|+|0.00000000|data/colors/svetloseriy.jpg"
12505;"Женская ночная сорочка с тонким изящным кружевом Shato 400";1;"select|Размер|S(36)|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
image|Цвет|Бирюза|1|10|0|-|0.0000|+|0|+|0.00000000|data/colors/biruza.jpg"
12507;"Нежная женская кружевная ночнушка Shato 413 pink";1;"select|Размер|S(36)|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
select|Размер|M(38)|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
image|Цвет|Розовый 2|1|10|0|-|0.0000|+|0|+|0.00000000|data/colors/magenta.jpg"
12508;"Хлопковая ночнушка для беременных и кормящих мам плюс ""царапки"" Alles Mama Cleo 01";1;select|Размер|M(38)|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
12509;"Хлопковая ночнушка с атласным лифом Vanilla 138";1;"select|Размер|S(36)|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
select|Размер|M(38)|1|10|0|-|0.0000|+|0|+|0.00000000|no_image.jpg"
12510;"Женская хлопковая ночнушка Dobranocka 8008 TM";1;"select|Размер|L(40)|1|10|0|+|0.0000|+|0|+|0.00000000|no_image.jpg
select|Размер|S(36)|1|10|0|+|0.0000|+|0|+|0.00000000|no_image.jpg
select|Размер|M(38)|1|10|0|+|0.0000|+|0|+|0.00000000|no_image.jpg
image|Цвет|Серый меланж|1|10|0|+|0.0000|+|0|+|0.00000000|data/colors/gray_melange.jpg"
12513;"Суперпрочные колготки Lora Grig Teo 30 LG";1;"select|Размер|4|1|0|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
select|Размер|3|1|0|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
select|Размер|1/2|1|0|0|-|0.0000|+|0|+|0.00000000|no_image.jpg
image|Цвет|Платиновый|1|0|0|-|0.0000|+|0|+|0.00000000|data/colors/platinovyj.jpg
image|Цвет|Графит|1|0|0|-|0.0000|+|0|+|0.00000000|data/colors/grafit.jpg"
